Inference,Device,Model
"8.82481098175
",Mobile,ResNet
"7.96242809296
",Mobile,ResNet
"7.69397187233
",Mobile,ResNet
"11.3828618526
",Mobile,ResNet
"8.33797001839
",Mobile,ResNet
"11.224364996
",Mobile,ResNet
"13.7464661598
",Mobile,ResNet
"8.00399780273
",Mobile,ResNet
"9.97879695892
",Mobile,ResNet
"10.3676769733
",Mobile,ResNet
"9.7695248127
",Mobile,ResNet
"18.5874710083
",Mobile,ResNet
"8.14289283752
",Mobile,ResNet
"8.77975010872
",Mobile,ResNet
"7.78663301468
",Mobile,ResNet
"7.70367693901
",Mobile,ResNet
"8.26187205315
",Mobile,ResNet
"9.13084506989
",Mobile,ResNet
"8.41308403015
",Mobile,ResNet
"7.39947986603
",Mobile,ResNet
"8.07811689377
",Mobile,ResNet
"9.78050613403
",Mobile,ResNet
"9.08124899864
",Mobile,ResNet
"8.36541295052
",Mobile,ResNet
"8.3879711628
",Mobile,ResNet
"13.3957939148
",Mobile,ResNet
"7.74634599686
",Mobile,ResNet
"13.388032198
",Mobile,ResNet
"8.2123799324
",Mobile,ResNet
"6.89877486229
",Mobile,ResNet
"7.8796749115
",Mobile,ResNet
"9.16314601898
",Mobile,ResNet
"8.36404705048
",Mobile,ResNet
"10.407392025
",Mobile,ResNet
"10.3764228821
",Mobile,ResNet
"9.67891097069
",Mobile,ResNet
"12.8830478191
",Mobile,ResNet
"11.3617579937
",Mobile,ResNet
"13.0457320213
",Mobile,ResNet
"8.03655719757
",Mobile,ResNet
"8.43155407906
",Mobile,ResNet
"8.97711801529
",Mobile,ResNet
"11.7027552128
",Mobile,ResNet
"9.41195511818
",Mobile,ResNet
"8.32141208649
",Mobile,ResNet
"8.37720680237
",Mobile,ResNet
"15.6058020592
",Mobile,ResNet
"9.7516310215
",Mobile,ResNet
"7.7394900322
",Mobile,ResNet
"8.83217191696
",Mobile,ResNet
"10.2830710411
",Mobile,ResNet
"11.6667058468
",Mobile,ResNet
"14.7409040928
",Mobile,ResNet
"8.38549685478
",Mobile,ResNet
"7.47054290771
",Mobile,ResNet
"8.09917807579
",Mobile,ResNet
"8.04782295227
",Mobile,ResNet
"19.1493148804
",Mobile,ResNet
"22.9625408649
",Mobile,ResNet
"10.201305151
",Mobile,ResNet
"8.68050694466
",Mobile,ResNet
"7.65939998627
",Mobile,ResNet
"14.775603056
",Mobile,ResNet
"9.00981497765
",Mobile,ResNet
"11.000494957
",Mobile,ResNet
"7.92216205597
",Mobile,ResNet
"8.93838882446
",Mobile,ResNet
"9.03211688995
",Mobile,ResNet
"9.26178884506
",Mobile,ResNet
"11.8604080677
",Mobile,ResNet
"8.23580312729
",Mobile,ResNet
"8.56306290627
",Mobile,ResNet
"8.88251614571
",Mobile,ResNet
"9.64900302887
",Mobile,ResNet
"8.64715504646
",Mobile,ResNet
"14.1654601097
",Mobile,ResNet
"9.58236479759
",Mobile,ResNet
"8.08186388016
",Mobile,ResNet
"8.52035617828
",Mobile,ResNet
"8.39121890068
",Mobile,ResNet
"8.69459080696
",Mobile,ResNet
"17.6726980209
",Mobile,ResNet
"8.52562594414
",Mobile,ResNet
"11.0955531597
",Mobile,ResNet
"18.8036029339
",Mobile,ResNet
"8.64382982254
",Mobile,ResNet
"15.9648358822
",Mobile,ResNet
"7.92653489113
",Mobile,ResNet
"10.0115320683
",Mobile,ResNet
"8.00703811646
",Mobile,ResNet
"20.3609318733
",Mobile,ResNet
"7.82425308228
",Mobile,ResNet
"13.561414957
",Mobile,ResNet
"9.71855998039
",Mobile,ResNet
"12.4633469582
",Mobile,ResNet
"9.34376096725
",Mobile,ResNet
"8.81261396408
",Mobile,ResNet
"9.65808415413
",Mobile,ResNet
"8.73225092888
",Mobile,ResNet
"13.1713969707
",Mobile,ResNet
"8.99153494835
",Mobile,ResNet
"13.2712240219
",Mobile,ResNet
"9.4203209877
",Mobile,ResNet
"16.4185249805
",Mobile,ResNet
"7.65069794655
",Mobile,ResNet
"15.6807940006
",Mobile,ResNet
"7.61067295074
",Mobile,ResNet
"8.75677895546
",Mobile,ResNet
"9.53991889954
",Mobile,ResNet
"7.78928589821
",Mobile,ResNet
"9.8727209568
",Mobile,ResNet
"10.3273570538
",Mobile,ResNet
"8.37334918976
",Mobile,ResNet
"8.4243221283
",Mobile,ResNet
"7.88887500763
",Mobile,ResNet
"14.396903038
",Mobile,ResNet
"7.9233520031
",Mobile,ResNet
"8.37367796898
",Mobile,ResNet
"7.7461950779
",Mobile,ResNet
"8.52207398415
",Mobile,ResNet
"8.34275698662
",Mobile,ResNet
"7.67584896088
",Mobile,ResNet
"17.0436120033
",Mobile,ResNet
"8.03108501434
",Mobile,ResNet
"8.34581303596
",Mobile,ResNet
"7.38769507408
",Mobile,ResNet
"8.20164895058
",Mobile,ResNet
"8.89379191399
",Mobile,ResNet
"17.1263480186
",Mobile,ResNet
"7.23419880867
",Mobile,ResNet
"11.2979872227
",Mobile,ResNet
"7.87333989143
",Mobile,ResNet
"7.16532087326
",Mobile,ResNet
"7.89400005341
",Mobile,ResNet
"8.30784392357
",Mobile,ResNet
"10.6813311577
",Mobile,ResNet
"12.1394910812
",Mobile,ResNet
"9.11937713623
",Mobile,ResNet
"9.17119002342
",Mobile,ResNet
"8.52537798882
",Mobile,ResNet
"7.90519094467
",Mobile,ResNet
"7.82869720459
",Mobile,ResNet
"14.4336869717
",Mobile,ResNet
"9.6169719696
",Mobile,ResNet
"8.23190498352
",Mobile,ResNet
"10.8044009209
",Mobile,ResNet
"16.138231039
",Mobile,ResNet
"7.74253201485
",Mobile,ResNet
"8.46483278275
",Mobile,ResNet
"7.43532109261
",Mobile,ResNet
"7.89622092247
",Mobile,ResNet
"16.1026761532
",Mobile,ResNet
"7.2212460041
",Mobile,ResNet
"8.55849885941
",Mobile,ResNet
"8.91368889809
",Mobile,ResNet
"8.6866850853
",Mobile,ResNet
"16.8409261703
",Mobile,ResNet
"9.63880395889
",Mobile,ResNet
"8.46224617958
",Mobile,ResNet
"7.56764101982
",Mobile,ResNet
"8.10911488533
",Mobile,ResNet
"10.2180218697
",Mobile,ResNet
"16.1899249554
",Mobile,ResNet
"10.2767198086
",Mobile,ResNet
"7.48988103867
",Mobile,ResNet
"8.38215899467
",Mobile,ResNet
"8.89765405655
",Mobile,ResNet
"8.31198382378
",Mobile,ResNet
"7.34599113464
",Mobile,ResNet
"7.16629600525
",Mobile,ResNet
"8.09228205681
",Mobile,ResNet
"8.20666003227
",Mobile,ResNet
"10.17639184
",Mobile,ResNet
"16.6782369614
",Mobile,ResNet
"11.0951538086
",Mobile,ResNet
"8.72318911552
",Mobile,ResNet
"7.91677594185
",Mobile,ResNet
"8.4660179615
",Mobile,ResNet
"16.0508210659
",Mobile,ResNet
"8.02576589584
",Mobile,ResNet
"7.90490794182
",Mobile,ResNet
"10.8596601486
",Mobile,ResNet
"10.1158781052
",Mobile,ResNet
"11.1906001568
",Mobile,ResNet
"9.3122010231
",Mobile,ResNet
"8.33188915253
",Mobile,ResNet
"8.90091109276
",Mobile,ResNet
"8.51897597313
",Mobile,ResNet
"27.1637310982
",Mobile,ResNet
"7.46786284447
",Mobile,ResNet
"10.2683458328
",Mobile,ResNet
"8.6519370079
",Mobile,ResNet
"8.99858093262
",Mobile,ResNet
"9.76973986626
",Mobile,ResNet
"9.96666002274
",Mobile,ResNet
"8.70787596703
",Mobile,ResNet
"17.3491048813
",Mobile,ResNet
"13.5149209499
",Mobile,ResNet
"9.24683618546
",Mobile,ResNet
"8.0535261631
",Mobile,ResNet
"16.9830880165
",Mobile,ResNet
"8.11563897133
",Mobile,ResNet
"9.11030983925
",Mobile,ResNet
"8.81476902962
",Mobile,ResNet
"7.59074211121
",Mobile,ResNet
"9.6958220005
",Mobile,ResNet
"7.8825109005
",Mobile,ResNet
"7.73464918137
",Mobile,ResNet
"11.2188420296
",Mobile,ResNet
"7.69937396049
",Mobile,ResNet
"11.0166890621
",Mobile,ResNet
"10.3649699688
",Mobile,ResNet
"18.856087923
",Mobile,ResNet
"10.1464030743
",Mobile,ResNet
"9.47578692436
",Mobile,ResNet
"7.3306760788
",Mobile,ResNet
"9.82468605042
",Mobile,ResNet
"8.88687586784
",Mobile,ResNet
"9.24404096603
",Mobile,ResNet
"7.6231238842
",Mobile,ResNet
"7.97785592079
",Mobile,ResNet
"20.3818569183
",Mobile,ResNet
"9.32480502129
",Mobile,ResNet
"7.78142213821
",Mobile,ResNet
"8.712485075
",Mobile,ResNet
"9.91462397575
",Mobile,ResNet
"10.9601070881
",Mobile,ResNet
"15.2404680252
",Mobile,ResNet
"7.35380792618
",Mobile,ResNet
"8.48091602325
",Mobile,ResNet
"30.7422859669
",Mobile,ResNet
"8.03506183624
",Mobile,ResNet
"9.66302108765
",Mobile,ResNet
"23.9034078121
",Mobile,ResNet
"8.05724000931
",Mobile,ResNet
"16.03784585
",Mobile,ResNet
"10.1402029991
",Mobile,ResNet
"9.90417695045
",Mobile,ResNet
"16.7497060299
",Mobile,ResNet
"7.76036405563
",Mobile,ResNet
"9.45163202286
",Mobile,ResNet
"7.49379301071
",Mobile,ResNet
"8.15216112137
",Mobile,ResNet
"7.62532114983
",Mobile,ResNet
"7.892111063
",Mobile,ResNet
"7.37228298187
",Mobile,ResNet
"9.36025285721
",Mobile,ResNet
"7.48791790009
",Mobile,ResNet
"8.29111981392
",Mobile,ResNet
"8.42953300476
",Mobile,ResNet
"7.94241309166
",Mobile,ResNet
"8.23255491257
",Mobile,ResNet
"9.08637690544
",Mobile,ResNet
"8.44685792923
",Mobile,ResNet
"9.58102321625
",Mobile,ResNet
"8.29037499428
",Mobile,ResNet
"7.29113507271
",Mobile,ResNet
"9.91610383987
",Mobile,ResNet
"7.54607701302
",Mobile,ResNet
"12.1046380997
",Mobile,ResNet
"23.29560709
",Mobile,ResNet
"18.7063260078
",Mobile,ResNet
"11.8788659573
",Mobile,ResNet
"11.4604210854
",Mobile,ResNet
"19.4884390831
",Mobile,ResNet
"14.7020521164
",Mobile,ResNet
"16.1550960541
",Mobile,ResNet
"9.99552512169
",Mobile,ResNet
"7.3327870369
",Mobile,ResNet
"7.85244607925
",Mobile,ResNet
"8.77762007713
",Mobile,ResNet
"9.62171602249
",Mobile,ResNet
"8.57593798637
",Mobile,ResNet
"17.361301899
",Mobile,ResNet
"7.39699792862
",Mobile,ResNet
"8.99229693413
",Mobile,ResNet
"10.6149830818
",Mobile,ResNet
"8.34892892838
",Mobile,ResNet
"8.95695495605
",Mobile,ResNet
"7.86783003807
",Mobile,ResNet
"7.49549102783
",Mobile,ResNet
"12.6741640568
",Mobile,ResNet Quantize
"9.12718605995
",Mobile,ResNet Quantize
"10.9283227921
",Mobile,ResNet Quantize
"9.55957198143
",Mobile,ResNet Quantize
"12.4283468723
",Mobile,ResNet Quantize
"13.9982559681
",Mobile,ResNet Quantize
"19.0463080406
",Mobile,ResNet Quantize
"7.97486281395
",Mobile,ResNet Quantize
"13.1693539619
",Mobile,ResNet Quantize
"13.3377420902
",Mobile,ResNet Quantize
"13.3951370716
",Mobile,ResNet Quantize
"8.18199682236
",Mobile,ResNet Quantize
"11.8643260002
",Mobile,ResNet Quantize
"11.6717300415
",Mobile,ResNet Quantize
"17.2836720943
",Mobile,ResNet Quantize
"12.1658070087
",Mobile,ResNet Quantize
"13.9728519917
",Mobile,ResNet Quantize
"10.6923999786
",Mobile,ResNet Quantize
"14.3759598732
",Mobile,ResNet Quantize
"12.2690451145
",Mobile,ResNet Quantize
"11.661301136
",Mobile,ResNet Quantize
"9.58286094666
",Mobile,ResNet Quantize
"6.7584540844
",Mobile,ResNet Quantize
"17.9923069477
",Mobile,ResNet Quantize
"13.1903188229
",Mobile,ResNet Quantize
"17.8547291756
",Mobile,ResNet Quantize
"13.6704618931
",Mobile,ResNet Quantize
"7.77629995346
",Mobile,ResNet Quantize
"12.6865239143
",Mobile,ResNet Quantize
"11.6697719097
",Mobile,ResNet Quantize
"17.2476089001
",Mobile,ResNet Quantize
"8.72711491585
",Mobile,ResNet Quantize
"8.98000693321
",Mobile,ResNet Quantize
"15.4665780067
",Mobile,ResNet Quantize
"9.67107796669
",Mobile,ResNet Quantize
"10.6790089607
",Mobile,ResNet Quantize
"13.4853579998
",Mobile,ResNet Quantize
"10.3798508644
",Mobile,ResNet Quantize
"15.9892499447
",Mobile,ResNet Quantize
"17.8132410049
",Mobile,ResNet Quantize
"16.7592160702
",Mobile,ResNet Quantize
"7.4824860096
",Mobile,ResNet Quantize
"13.4650890827
",Mobile,ResNet Quantize
"7.4772799015
",Mobile,ResNet Quantize
"11.691215992
",Mobile,ResNet Quantize
"8.86885786057
",Mobile,ResNet Quantize
"14.5868709087
",Mobile,ResNet Quantize
"12.5053489208
",Mobile,ResNet Quantize
"7.85755205154
",Mobile,ResNet Quantize
"13.1095709801
",Mobile,ResNet Quantize
"6.96269702911
",Mobile,ResNet Quantize
"12.9587659836
",Mobile,ResNet Quantize
"11.4234611988
",Mobile,ResNet Quantize
"7.76597595215
",Mobile,ResNet Quantize
"16.607968092
",Mobile,ResNet Quantize
"9.76153087616
",Mobile,ResNet Quantize
"10.2900838852
",Mobile,ResNet Quantize
"11.0010039806
",Mobile,ResNet Quantize
"17.07528615
",Mobile,ResNet Quantize
"9.59329199791
",Mobile,ResNet Quantize
"18.4774620533
",Mobile,ResNet Quantize
"11.3909568787
",Mobile,ResNet Quantize
"14.7823369503
",Mobile,ResNet Quantize
"12.7971348763
",Mobile,ResNet Quantize
"8.87450695038
",Mobile,ResNet Quantize
"12.0862538815
",Mobile,ResNet Quantize
"18.1845209599
",Mobile,ResNet Quantize
"10.2177259922
",Mobile,ResNet Quantize
"15.0809390545
",Mobile,ResNet Quantize
"17.5879511833
",Mobile,ResNet Quantize
"8.75950312614
",Mobile,ResNet Quantize
"13.8919808865
",Mobile,ResNet Quantize
"12.6791269779
",Mobile,ResNet Quantize
"7.37267184258
",Mobile,ResNet Quantize
"9.79647898674
",Mobile,ResNet Quantize
"18.1033859253
",Mobile,ResNet Quantize
"10.2058308125
",Mobile,ResNet Quantize
"10.033023119
",Mobile,ResNet Quantize
"8.42485189438
",Mobile,ResNet Quantize
"6.98509097099
",Mobile,ResNet Quantize
"14.0913879871
",Mobile,ResNet Quantize
"17.1780571938
",Mobile,ResNet Quantize
"13.4991321564
",Mobile,ResNet Quantize
"17.7788321972
",Mobile,ResNet Quantize
"18.9975159168
",Mobile,ResNet Quantize
"13.3128418922
",Mobile,ResNet Quantize
"7.65118384361
",Mobile,ResNet Quantize
"16.9960441589
",Mobile,ResNet Quantize
"17.6799850464
",Mobile,ResNet Quantize
"12.9984240532
",Mobile,ResNet Quantize
"8.58023619652
",Mobile,ResNet Quantize
"7.89199399948
",Mobile,ResNet Quantize
"11.5818631649
",Mobile,ResNet Quantize
"7.39569091797
",Mobile,ResNet Quantize
"10.4876019955
",Mobile,ResNet Quantize
"19.9891037941
",Mobile,ResNet Quantize
"13.889950037
",Mobile,ResNet Quantize
"16.2007861137
",Mobile,ResNet Quantize
"9.27336096764
",Mobile,ResNet Quantize
"10.8253719807
",Mobile,ResNet Quantize
"9.97830915451
",Mobile,ResNet Quantize
"16.9266889095
",Mobile,ResNet Quantize
"17.1325759888
",Mobile,ResNet Quantize
"21.84435606
",Mobile,ResNet Quantize
"8.85954904556
",Mobile,ResNet Quantize
"6.76568007469
",Mobile,ResNet Quantize
"11.5745608807
",Mobile,ResNet Quantize
"17.5554919243
",Mobile,ResNet Quantize
"13.068475008
",Mobile,ResNet Quantize
"12.1693902016
",Mobile,ResNet Quantize
"9.5719230175
",Mobile,ResNet Quantize
"12.1760950089
",Mobile,ResNet Quantize
"8.27373099327
",Mobile,ResNet Quantize
"13.8720269203
",Mobile,ResNet Quantize
"12.5885670185
",Mobile,ResNet Quantize
"7.745043993
",Mobile,ResNet Quantize
"10.2730910778
",Mobile,ResNet Quantize
"11.4773390293
",Mobile,ResNet Quantize
"15.284537077
",Mobile,ResNet Quantize
"17.6643259525
",Mobile,ResNet Quantize
"15.0069730282
",Mobile,ResNet Quantize
"15.2390930653
",Mobile,ResNet Quantize
"19.7986810207
",Mobile,ResNet Quantize
"8.25284290314
",Mobile,ResNet Quantize
"18.1548628807
",Mobile,ResNet Quantize
"8.49532198906
",Mobile,ResNet Quantize
"9.40294408798
",Mobile,ResNet Quantize
"13.7553160191
",Mobile,ResNet Quantize
"12.7773389816
",Mobile,ResNet Quantize
"14.6738729477
",Mobile,ResNet Quantize
"8.98183012009
",Mobile,ResNet Quantize
"12.6477389336
",Mobile,ResNet Quantize
"11.5335202217
",Mobile,ResNet Quantize
"15.555462122
",Mobile,ResNet Quantize
"9.06401991844
",Mobile,ResNet Quantize
"10.0066311359
",Mobile,ResNet Quantize
"7.16529417038
",Mobile,ResNet Quantize
"19.3911650181
",Mobile,ResNet Quantize
"10.9732010365
",Mobile,ResNet Quantize
"9.825715065
",Mobile,ResNet Quantize
"19.6185650826
",Mobile,ResNet Quantize
"17.6039788723
",Mobile,ResNet Quantize
"7.18910193443
",Mobile,ResNet Quantize
"16.876003027
",Mobile,ResNet Quantize
"8.49483895302
",Mobile,ResNet Quantize
"7.26017594337
",Mobile,ResNet Quantize
"7.58040904999
",Mobile,ResNet Quantize
"8.58879208565
",Mobile,ResNet Quantize
"12.3890480995
",Mobile,ResNet Quantize
"12.7617731094
",Mobile,ResNet Quantize
"12.1112179756
",Mobile,ResNet Quantize
"9.87400698662
",Mobile,ResNet Quantize
"8.44198489189
",Mobile,ResNet Quantize
"7.22967910767
",Mobile,ResNet Quantize
"11.1120240688
",Mobile,ResNet Quantize
"9.96911907196
",Mobile,ResNet Quantize
"9.07569813728
",Mobile,ResNet Quantize
"9.38586091995
",Mobile,ResNet Quantize
"11.2945489883
",Mobile,ResNet Quantize
"14.2967610359
",Mobile,ResNet Quantize
"11.0941660404
",Mobile,ResNet Quantize
"17.5806839466
",Mobile,ResNet Quantize
"8.46856999397
",Mobile,ResNet Quantize
"10.8858780861
",Mobile,ResNet Quantize
"6.89502596855
",Mobile,ResNet Quantize
"9.99126887321
",Mobile,ResNet Quantize
"10.075676918
",Mobile,ResNet Quantize
"11.2967021465
",Mobile,ResNet Quantize
"8.87437295914
",Mobile,ResNet Quantize
"9.38902497292
",Mobile,ResNet Quantize
"18.1034359932
",Mobile,ResNet Quantize
"12.3693509102
",Mobile,ResNet Quantize
"10.3852779865
",Mobile,ResNet Quantize
"7.19430112839
",Mobile,ResNet Quantize
"10.082103014
",Mobile,ResNet Quantize
"14.5232739449
",Mobile,ResNet Quantize
"14.5574519634
",Mobile,ResNet Quantize
"10.7849440575
",Mobile,ResNet Quantize
"8.39811897278
",Mobile,ResNet Quantize
"9.57860612869
",Mobile,ResNet Quantize
"11.9014818668
",Mobile,ResNet Quantize
"10.7841808796
",Mobile,ResNet Quantize
"8.57578492165
",Mobile,ResNet Quantize
"7.39580082893
",Mobile,ResNet Quantize
"13.8837871552
",Mobile,ResNet Quantize
"9.89218306541
",Mobile,ResNet Quantize
"10.3863949776
",Mobile,ResNet Quantize
"11.2988419533
",Mobile,ResNet Quantize
"10.1702980995
",Mobile,ResNet Quantize
"8.19295287132
",Mobile,ResNet Quantize
"10.7904598713
",Mobile,ResNet Quantize
"9.19214105606
",Mobile,ResNet Quantize
"14.481167078
",Mobile,ResNet Quantize
"12.0183758736
",Mobile,ResNet Quantize
"7.23039603233
",Mobile,ResNet Quantize
"13.3218510151
",Mobile,ResNet Quantize
